m,r,Nr_prime_support,Nr_factorization,pi_complete_order_omega,missing_from_target_support,extra_primes
23,4,"2,3,5,13,23",2^4 * 3^1 * 5^2 * 13^1 * 23^1,0,"7,11,17,19,29,31,37,41",
24,4,"2,3,5,13",2^4 * 3^4 * 5^2 * 13^1,0,"7,11,17,19,23,29,31,37,41",
25,4,"2,3,5,7,13",2^3 * 3^3 * 5^2 * 7^1 * 13^1,0,"11,17,19,23,29,31,37,41",
26,4,"2,3,7,13,29",2^3 * 3^3 * 7^1 * 13^1 * 29^1,0,"5,11,17,19,23,31,37,41",
27,4,"2,3,5,7,29",2^3 * 3^4 * 5^1 * 7^1 * 29^1,0,"11,13,17,19,23,31,37,41",
28,4,"2,3,5,7,29,31",2^3 * 3^1 * 5^1 * 7^1 * 29^1 * 31^1,0,"11,13,17,19,23,37,41",
29,4,"2,3,5,29,31",2^6 * 3^1 * 5^1 * 29^1 * 31^1,0,"7,11,13,17,19,23,37,41",
30,4,"2,3,5,11,31",2^6 * 3^2 * 5^1 * 11^1 * 31^1,0,"7,13,17,19,23,29,37,41",
31,4,"2,3,11,17,31",2^6 * 3^1 * 11^1 * 17^1 * 31^1,0,"5,7,13,19,23,29,37,41",
32,4,"2,3,5,7,11,17",2^6 * 3^1 * 5^1 * 7^1 * 11^1 * 17^1,0,"13,19,23,29,31,37,41",
33,4,"2,3,5,7,11,17",2^3 * 3^3 * 5^1 * 7^1 * 11^1 * 17^1,0,"13,19,23,29,31,37,41",
34,4,"2,3,5,7,17,37",2^3 * 3^2 * 5^1 * 7^1 * 17^1 * 37^1,0,"11,13,19,23,29,31,41",
35,4,"2,3,5,7,19,37",2^3 * 3^2 * 5^1 * 7^1 * 19^1 * 37^1,0,"11,13,17,23,29,31,41",
36,4,"2,3,13,19,37",2^3 * 3^3 * 13^1 * 19^1 * 37^1,0,"5,7,11,17,23,29,31,41",
37,4,"2,3,5,13,19,37",2^4 * 3^1 * 5^1 * 13^1 * 19^1 * 37^1,0,"7,11,17,23,29,31,41",
38,4,"2,3,5,13,19,41",2^4 * 3^1 * 5^1 * 13^1 * 19^1 * 41^1,0,"7,11,17,23,29,31,37",
39,4,"2,3,5,7,13,41",2^4 * 3^2 * 5^1 * 7^1 * 13^1 * 41^1,0,"11,17,19,23,29,31,37",
48,4,"2,3,5,7,17",2^5 * 3^2 * 5^2 * 7^2 * 17^1,0,"11,13,19,23,29,31,37,41",
49,4,"2,3,5,7,13,17",2^3 * 3^1 * 5^2 * 7^2 * 13^1 * 17^1,0,"11,19,23,29,31,37,41",
54,4,"2,3,5,7,11,19",2^4 * 3^4 * 5^1 * 7^1 * 11^1 * 19^1,0,"13,17,23,29,31,37,41",
55,4,"2,3,5,7,11,19,29",2^4 * 3^1 * 5^1 * 7^1 * 11^1 * 19^1 * 29^1,0,"13,17,23,31,37,41",
62,4,"2,3,5,7,13,31",2^7 * 3^2 * 5^1 * 7^1 * 13^1 * 31^1,0,"11,17,19,23,29,37,41",
63,4,"2,3,5,7,11,13",2^7 * 3^3 * 5^1 * 7^1 * 11^1 * 13^1,0,"17,19,23,29,31,37,41",
74,4,"2,3,5,7,11,19,37",2^3 * 3^1 * 5^2 * 7^1 * 11^1 * 19^1 * 37^1,0,"13,17,23,29,31,41",
75,4,"2,3,5,7,11,13,19",2^3 * 3^2 * 5^2 * 7^1 * 11^1 * 13^1 * 19^1,0,"17,23,29,31,37,41",
90,4,"2,3,5,7,13,23,31",2^3 * 3^3 * 5^1 * 7^1 * 13^1 * 23^1 * 31^1,0,"11,17,19,29,37,41",
114,4,"2,3,5,13,19,23,29",2^3 * 3^3 * 5^1 * 13^1 * 19^1 * 23^1 * 29^1,0,"7,11,17,31,37,41",
123,4,"2,3,5,7,31,41",2^3 * 3^3 * 5^3 * 7^1 * 31^1 * 41^1,0,"11,13,17,19,23,29,37",
152,4,"2,3,5,7,11,17,19,31",2^4 * 3^2 * 5^1 * 7^1 * 11^1 * 17^1 * 19^1 * 31^1,0,"13,23,29,37,41",
153,4,"2,3,5,7,11,13,17,31",2^3 * 3^3 * 5^1 * 7^1 * 11^1 * 13^1 * 17^1 * 31^1,0,"19,23,29,37,41",
168,4,"2,3,5,7,13,17,19",2^4 * 3^3 * 5^1 * 7^1 * 13^2 * 17^1 * 19^1,0,"11,23,29,31,37,41",
184,4,"2,3,5,11,17,23,31,37",2^4 * 3^1 * 5^1 * 11^1 * 17^1 * 23^1 * 31^1 * 37^1,0,"7,13,19,29,41",
207,4,"2,3,5,7,11,13,19,23",2^5 * 3^3 * 5^1 * 7^1 * 11^1 * 13^1 * 19^1 * 23^1,0,"17,29,31,37,41",
245,4,"2,3,5,7,13,19,31,41",2^4 * 3^1 * 5^1 * 7^2 * 13^1 * 19^1 * 31^1 * 41^1,0,"11,17,23,29,37",
285,4,"2,3,5,7,11,13,19,41",2^6 * 3^3 * 5^1 * 7^1 * 11^1 * 13^1 * 19^1 * 41^1,0,"17,23,29,31,37",
286,4,"2,3,7,11,13,17,41",2^6 * 3^2 * 7^1 * 11^1 * 13^1 * 17^2 * 41^1,0,"5,19,23,29,31,37",
287,4,"2,3,5,7,17,29,41",2^6 * 3^2 * 5^1 * 7^1 * 17^2 * 29^1 * 41^1,0,"11,13,19,23,31,37",
322,4,"2,3,5,7,13,17,19,23",2^3 * 3^4 * 5^2 * 7^1 * 13^1 * 17^1 * 19^1 * 23^1,0,"11,29,31,37,41",
340,4,"2,3,5,7,11,17,19,31",2^3 * 3^2 * 5^1 * 7^3 * 11^1 * 17^1 * 19^1 * 31^1,0,"13,23,29,37,41",
405,4,"2,3,5,7,11,17,29,37",2^4 * 3^5 * 5^1 * 7^1 * 11^1 * 17^1 * 29^1 * 37^1,0,"13,19,23,31,41",
492,4,"2,3,5,11,13,17,19,29,41",2^3 * 3^3 * 5^1 * 11^1 * 13^1 * 17^1 * 19^1 * 29^1 * 41^1,0,"7,23,31,37",
493,4,"2,3,5,11,13,17,19,29,31",2^5 * 3^2 * 5^1 * 11^1 * 13^1 * 17^1 * 19^1 * 29^1 * 31^1,0,"7,23,37,41",
1023,4,"2,3,5,11,19,31,41",2^11 * 3^4 * 5^2 * 11^1 * 19^1 * 31^1 * 41^1,0,"7,13,17,23,29,37",
1517,4,"2,3,5,7,11,19,23,31,37,41",2^5 * 3^1 * 5^1 * 7^2 * 11^1 * 19^1 * 23^1 * 31^1 * 37^1 * 41^1,0,"13,17,29",
1518,4,"2,3,5,7,11,13,19,23,31",2^5 * 3^3 * 5^1 * 7^2 * 11^1 * 13^2 * 19^1 * 23^1 * 31^1,0,"17,29,37,41",
1680,4,"2,3,5,7,11,17,29,41",2^5 * 3^3 * 5^1 * 7^1 * 11^1 * 17^1 * 29^2 * 41^2,0,"13,19,23,31,37",
