m,r,Nr_prime_support,Nr_factorization,pi_complete_order_omega,missing_from_target_support,extra_primes
37,4,"2,3,5,13,19,37",2^4 * 3^1 * 5^1 * 13^1 * 19^1 * 37^1,0,"7,11,17,23,29,31,41,43,47,53",
38,4,"2,3,5,13,19,41",2^4 * 3^1 * 5^1 * 13^1 * 19^1 * 41^1,0,"7,11,17,23,29,31,37,43,47,53",
39,4,"2,3,5,7,13,41",2^4 * 3^2 * 5^1 * 7^1 * 13^1 * 41^1,0,"11,17,19,23,29,31,37,43,47,53",
40,4,"2,3,5,7,41,43",2^4 * 3^1 * 5^1 * 7^1 * 41^1 * 43^1,0,"11,13,17,19,23,29,31,37,47,53",
41,4,"2,3,7,11,41,43",2^3 * 3^1 * 7^1 * 11^1 * 41^1 * 43^1,0,"5,13,17,19,23,29,31,37,47,53",
42,4,"2,3,5,7,11,43",2^3 * 3^3 * 5^1 * 7^1 * 11^1 * 43^1,0,"13,17,19,23,29,31,37,41,47,53",
43,4,"2,3,5,11,23,43",2^3 * 3^2 * 5^1 * 11^1 * 23^1 * 43^1,0,"7,13,17,19,29,31,37,41,47,53",
44,4,"2,3,5,11,23,47",2^3 * 3^2 * 5^1 * 11^1 * 23^1 * 47^1,0,"7,13,17,19,29,31,37,41,43,53",
45,4,"2,3,5,23,47",2^5 * 3^3 * 5^1 * 23^1 * 47^1,0,"7,11,13,17,19,29,31,37,41,43,53",
46,4,"2,3,7,23,47",2^5 * 3^1 * 7^2 * 23^1 * 47^1,0,"5,11,13,17,19,29,31,37,41,43,53",
47,4,"2,3,5,7,47",2^5 * 3^1 * 5^2 * 7^2 * 47^1,0,"11,13,17,19,23,29,31,37,41,43,53",
48,4,"2,3,5,7,17",2^5 * 3^2 * 5^2 * 7^2 * 17^1,0,"11,13,19,23,29,31,37,41,43,47,53",
49,4,"2,3,5,7,13,17",2^3 * 3^1 * 5^2 * 7^2 * 13^1 * 17^1,0,"11,19,23,29,31,37,41,43,47,53",
50,4,"2,3,5,13,17,53",2^3 * 3^1 * 5^2 * 13^1 * 17^1 * 53^1,0,"7,11,19,23,29,31,37,41,43,47",
51,4,"2,3,13,17,53",2^3 * 3^4 * 13^1 * 17^1 * 53^1,0,"5,7,11,19,23,29,31,37,41,43,47",
52,4,"2,3,5,11,13,53",2^3 * 3^3 * 5^1 * 11^1 * 13^1 * 53^1,0,"7,17,19,23,29,31,37,41,43,47",
53,4,"2,3,5,7,11,53",2^4 * 3^3 * 5^1 * 7^1 * 11^1 * 53^1,0,"13,17,19,23,29,31,37,41,43,47",
54,4,"2,3,5,7,11,19",2^4 * 3^4 * 5^1 * 7^1 * 11^1 * 19^1,0,"13,17,23,29,31,37,41,43,47,53",
55,4,"2,3,5,7,11,19,29",2^4 * 3^1 * 5^1 * 7^1 * 11^1 * 19^1 * 29^1,0,"13,17,23,31,37,41,43,47,53",
62,4,"2,3,5,7,13,31",2^7 * 3^2 * 5^1 * 7^1 * 13^1 * 31^1,0,"11,17,19,23,29,37,41,43,47,53",
63,4,"2,3,5,7,11,13",2^7 * 3^3 * 5^1 * 7^1 * 11^1 * 13^1,0,"17,19,23,29,31,37,41,43,47,53",
74,4,"2,3,5,7,11,19,37",2^3 * 3^1 * 5^2 * 7^1 * 11^1 * 19^1 * 37^1,0,"13,17,23,29,31,41,43,47,53",
75,4,"2,3,5,7,11,13,19",2^3 * 3^2 * 5^2 * 7^1 * 11^1 * 13^1 * 19^1,0,"17,23,29,31,37,41,43,47,53",
84,4,"2,3,5,7,17,29,43",2^3 * 3^2 * 5^1 * 7^1 * 17^1 * 29^1 * 43^1,0,"11,13,19,23,31,37,41,47,53",
85,4,"2,3,5,11,17,29,43",2^4 * 3^1 * 5^1 * 11^1 * 17^1 * 29^1 * 43^1,0,"7,13,19,23,31,37,41,47,53",
90,4,"2,3,5,7,13,23,31",2^3 * 3^3 * 5^1 * 7^1 * 13^1 * 23^1 * 31^1,0,"11,17,19,29,37,41,43,47,53",
91,4,"2,3,7,13,23,31,47",2^3 * 3^1 * 7^1 * 13^1 * 23^1 * 31^1 * 47^1,0,"5,11,17,19,29,37,41,43,53",
92,4,"2,3,5,19,23,31,47",2^3 * 3^1 * 5^1 * 19^1 * 23^1 * 31^1 * 47^1,0,"7,11,13,17,29,37,41,43,53",
93,4,"2,3,5,19,31,47",2^6 * 3^2 * 5^1 * 19^1 * 31^1 * 47^1,0,"7,11,13,17,23,29,37,41,43,53",
114,4,"2,3,5,13,19,23,29",2^3 * 3^3 * 5^1 * 13^1 * 19^1 * 23^1 * 29^1,0,"7,11,17,31,37,41,43,47,53",
123,4,"2,3,5,7,31,41",2^3 * 3^3 * 5^3 * 7^1 * 31^1 * 41^1,0,"11,13,17,19,23,29,37,43,47,53",
152,4,"2,3,5,7,11,17,19,31",2^4 * 3^2 * 5^1 * 7^1 * 11^1 * 17^1 * 19^1 * 31^1,0,"13,23,29,37,41,43,47,53",
153,4,"2,3,5,7,11,13,17,31",2^3 * 3^3 * 5^1 * 7^1 * 11^1 * 13^1 * 17^1 * 31^1,0,"19,23,29,37,41,43,47,53",
159,4,"2,3,5,7,23,53",2^6 * 3^5 * 5^1 * 7^1 * 23^1 * 53^1,0,"11,13,17,19,29,31,37,41,43,47",
168,4,"2,3,5,7,13,17,19",2^4 * 3^3 * 5^1 * 7^1 * 13^2 * 17^1 * 19^1,0,"11,23,29,31,37,41,43,47,53",
169,4,"2,3,5,13,17,19,43",2^3 * 3^2 * 5^1 * 13^2 * 17^1 * 19^1 * 43^1,0,"7,11,23,29,31,37,41,47,53",
184,4,"2,3,5,11,17,23,31,37",2^4 * 3^1 * 5^1 * 11^1 * 17^1 * 23^1 * 31^1 * 37^1,0,"7,13,19,29,41,43,47,53",
185,4,"2,3,5,11,17,31,37,47",2^3 * 3^1 * 5^1 * 11^1 * 17^1 * 31^1 * 37^1 * 47^1,0,"7,13,19,23,29,41,43,53",
186,4,"2,3,7,11,17,31,47",2^3 * 3^4 * 7^1 * 11^1 * 17^1 * 31^1 * 47^1,0,"5,13,19,23,29,37,41,43,53",
187,4,"2,3,5,7,11,17,19,47",2^3 * 3^3 * 5^1 * 7^1 * 11^1 * 17^1 * 19^1 * 47^1,0,"13,23,29,31,37,41,43,53",
207,4,"2,3,5,7,11,13,19,23",2^5 * 3^3 * 5^1 * 7^1 * 11^1 * 13^1 * 19^1 * 23^1,0,"17,29,31,37,41,43,47,53",
245,4,"2,3,5,7,13,19,31,41",2^4 * 3^1 * 5^1 * 7^2 * 13^1 * 19^1 * 31^1 * 41^1,0,"11,17,23,29,37,43,47,53",
258,4,"2,3,5,7,13,29,37,43",2^3 * 3^3 * 5^1 * 7^1 * 13^1 * 29^1 * 37^1 * 43^1,0,"11,17,19,23,31,41,47,53",
285,4,"2,3,5,7,11,13,19,41",2^6 * 3^3 * 5^1 * 7^1 * 11^1 * 13^1 * 19^1 * 41^1,0,"17,23,29,31,37,43,47,53",
286,4,"2,3,7,11,13,17,41",2^6 * 3^2 * 7^1 * 11^1 * 13^1 * 17^2 * 41^1,0,"5,19,23,29,31,37,43,47,53",
287,4,"2,3,5,7,17,29,41",2^6 * 3^2 * 5^1 * 7^1 * 17^2 * 29^1 * 41^1,0,"11,13,19,23,31,37,43,47,53",
322,4,"2,3,5,7,13,17,19,23",2^3 * 3^4 * 5^2 * 7^1 * 13^1 * 17^1 * 19^1 * 23^1,0,"11,29,31,37,41,43,47,53",
340,4,"2,3,5,7,11,17,19,31",2^3 * 3^2 * 5^1 * 7^3 * 11^1 * 17^1 * 19^1 * 31^1,0,"13,23,29,37,41,43,47,53",
341,4,"2,3,7,11,19,31,43",2^4 * 3^2 * 7^3 * 11^1 * 19^1 * 31^1 * 43^1,0,"5,13,17,23,29,37,41,47,53",
342,4,"2,3,5,7,19,23,43",2^4 * 3^3 * 5^1 * 7^3 * 19^1 * 23^1 * 43^1,0,"11,13,17,29,31,37,41,47,53",
368,4,"2,3,5,7,23,37,41,53",2^5 * 3^2 * 5^1 * 7^1 * 23^1 * 37^1 * 41^1 * 53^1,0,"11,13,17,19,29,31,43,47",
369,4,"2,3,5,7,31,37,41,53",2^3 * 3^3 * 5^1 * 7^1 * 31^1 * 37^1 * 41^1 * 53^1,0,"11,13,17,19,23,29,43,47",
374,4,"2,3,5,11,13,17,29,47",2^4 * 3^1 * 5^3 * 11^1 * 13^1 * 17^1 * 29^1 * 47^1,0,"7,19,23,31,37,41,43,53",
375,4,"2,3,5,7,13,29,47",2^4 * 3^4 * 5^3 * 7^1 * 13^1 * 29^1 * 47^1,0,"11,17,19,23,31,37,41,43,53",
405,4,"2,3,5,7,11,17,29,37",2^4 * 3^5 * 5^1 * 7^1 * 11^1 * 17^1 * 29^1 * 37^1,0,"13,19,23,31,41,43,47,53",
492,4,"2,3,5,11,13,17,19,29,41",2^3 * 3^3 * 5^1 * 11^1 * 13^1 * 17^1 * 19^1 * 29^1 * 41^1,0,"7,23,31,37,43,47,53",
493,4,"2,3,5,11,13,17,19,29,31",2^5 * 3^2 * 5^1 * 11^1 * 13^1 * 17^1 * 19^1 * 29^1 * 31^1,0,"7,23,37,41,43,47,53",
527,4,"2,3,5,11,17,23,31,53",2^5 * 3^1 * 5^1 * 11^1 * 17^1 * 23^2 * 31^1 * 53^1,0,"7,13,19,29,37,41,43,47",
558,4,"2,3,5,7,11,13,17,31,43",2^5 * 3^3 * 5^1 * 7^1 * 11^1 * 13^1 * 17^1 * 31^1 * 43^1,0,"19,23,29,37,41,47,53",
702,4,"2,3,5,11,13,19,37,47",2^7 * 3^4 * 5^1 * 11^1 * 13^1 * 19^1 * 37^1 * 47^1,0,"7,17,23,29,31,41,43,53",
845,4,"2,3,5,7,11,13,47,53",2^5 * 3^2 * 5^1 * 7^1 * 11^2 * 13^2 * 47^1 * 53^1,0,"17,19,23,29,31,37,41,43",
899,4,"2,3,5,11,17,29,31,41,53",2^3 * 3^2 * 5^2 * 11^1 * 17^1 * 29^1 * 31^1 * 41^1 * 53^1,0,"7,13,19,23,37,43,47",
900,4,"2,3,5,7,11,17,41,43,53",2^3 * 3^3 * 5^2 * 7^1 * 11^1 * 17^1 * 41^1 * 43^1 * 53^1,0,"13,19,23,29,31,37,47",
986,4,"2,3,7,13,17,19,23,29,43,47",2^3 * 3^1 * 7^1 * 13^1 * 17^1 * 19^1 * 23^1 * 29^1 * 43^1 * 47^1,0,"5,11,31,37,41,53",
987,4,"2,3,5,7,11,13,19,23,43,47",2^3 * 3^3 * 5^1 * 7^1 * 11^1 * 13^1 * 19^1 * 23^1 * 43^1 * 47^1,0,"17,29,31,37,41,53",
1023,4,"2,3,5,11,19,31,41",2^11 * 3^4 * 5^2 * 11^1 * 19^1 * 31^1 * 41^1,0,"7,13,17,23,29,37,43,47,53",
1330,4,"2,3,5,7,11,19,31,37,43",2^3 * 3^2 * 5^1 * 7^1 * 11^3 * 19^1 * 31^1 * 37^1 * 43^1,0,"13,17,23,29,41,47,53",
1331,4,"2,3,11,23,29,31,37,43",2^3 * 3^2 * 11^3 * 23^1 * 29^1 * 31^1 * 37^1 * 43^1,0,"5,7,13,17,19,41,47,53",
1375,4,"2,3,5,11,13,17,43,53",2^6 * 3^4 * 5^3 * 11^1 * 13^1 * 17^1 * 43^1 * 53^1,0,"7,19,23,29,31,37,41,47",
1517,4,"2,3,5,7,11,19,23,31,37,41",2^5 * 3^1 * 5^1 * 7^2 * 11^1 * 19^1 * 23^1 * 31^1 * 37^1 * 41^1,0,"13,17,29,43,47,53",
1518,4,"2,3,5,7,11,13,19,23,31",2^5 * 3^3 * 5^1 * 7^2 * 11^1 * 13^2 * 19^1 * 23^1 * 31^1,0,"17,29,37,41,43,47,53",
1680,4,"2,3,5,7,11,17,29,41",2^5 * 3^3 * 5^1 * 7^1 * 11^1 * 17^1 * 29^2 * 41^2,0,"13,19,23,31,37,43,47,53",
2106,4,"2,3,7,13,17,19,31,37,43",2^3 * 3^5 * 7^2 * 13^1 * 17^1 * 19^1 * 31^1 * 37^1 * 43^1,0,"5,11,23,29,41,47,53",
5289,4,"2,3,5,7,11,13,23,37,41,43",2^3 * 3^4 * 5^1 * 7^2 * 11^1 * 13^1 * 23^2 * 37^1 * 41^1 * 43^1,0,"17,19,29,31,47,53",
10878,4,"2,3,5,7,11,13,17,23,31,37,43",2^8 * 3^4 * 5^1 * 7^2 * 11^1 * 13^1 * 17^1 * 23^1 * 31^1 * 37^1 * 43^1,0,"19,29,41,47,53",
17575,4,"2,3,5,7,11,13,17,19,31,37,47",2^4 * 3^4 * 5^2 * 7^1 * 11^1 * 13^3 * 17^1 * 19^1 * 31^1 * 37^1 * 47^1,0,"23,29,41,43,53",
